Appliance,F1,NDE,EAC,MAE
washing_machine,0.0,0.969038164213024,0.4159532747012651,55.42866516711944
dishwasher,0.0,0.9914354672989762,0.4130369143228684,46.4292706204617
kettle,0.0,0.9980289697226743,0.3752906963781112,29.31579923344223
fridge,0.0,0.5281358309630518,0.5784898748086578,32.537028687677356
microwave,0.0,0.9957064763397171,0.35146478531236125,14.967725545773884
