Appliance,F1,NDE,EAC,MAE
washing_machine,0.90532386302948,0.1104302485028753,0.7842245388258653,20.478063262120653
dishwasher,0.8296226263046265,0.6290064501223347,0.5608492076637458,34.737194685843775
kettle,0.5175552368164062,0.9072081093247232,0.49383741730535036,23.752744785017846
fridge,0.922217071056366,0.12402373129801321,0.8491113905781362,11.647328782847856
microwave,0.37410613894462585,0.9658818782887257,0.5048533812815652,11.427627253001253
